last_name,first_name,dob,gender,team_cat,country_short,team_short,team_long,code
VAN DER HOORN,Taco,04/12/1993,Male,WTT,(Ned),TJV,TEAM JUMBO - VISMA,10007297111
VAN DER LIJKE,Nick,23/09/1991,Male,PCT,(Ned),ROC,ROOMPOT - CHARLES,10006884556
VAN DER MEER,Janine,17/02/1994,Female,CTW,(Ned),PHV,PARKHOTEL VALKENBURG,10008652784
VAN DER SANDE,Tosh,28/11/1990,Male,WTT,(Bel),LTS,LOTTO SOUDAL,10005966288
VAN DIJK,Ellen,11/02/1987,Female,CTW,(Ned),TFS,TREK - SEGAFREDO,10003264335
VAN EMDEN,Jos,18/02/1985,Male,WTT,(Ned),TJV,TEAM JUMBO - VISMA,10004519978
VAN EMPEL,Etienne,14/04/1994,Male,PCT,(Ned),THR,THARCOR,10008653592
VAN GARDEREN,Tejay,12/08/1988,Male,WTT,(USA),EF1,EF EDUCATION FIRST,10004507753
VAN GENECHTEN,Jonas,16/09/1986,Male,PCT,(Bel),VCB,VITAL CONCEPT - B&B HOTELS,10005711462
VAN GESTEL,Dries,30/09/1994,Male,PCT,(Bel),SVB,SPORT VLAANDEREN - BALOISE,10008699062
VAN GINNEKEN,Sjoerd,06/11/1992,Male,PCT,(Ned),ROC,ROOMPOT - CHARLES,10009400795
VAN GOETHEM,Brian,16/04/1991,Male,WTT,(Ned),LTS,LOTTO SOUDAL,10008654101
VAN GOGH,Natalie,14/09/1974,Female,CTW,(Ned),BPC,BIEHLER PRO CYCLING,10007073708
VAN GOMPEL,Mathias,24/09/1995,Male,PCT,(Bel),SVB,SPORT VLAANDEREN - BALOISE,10008699163
VAN HAAFTEN,Kirstie,21/01/1999,Female,CTW,(Ned),HMT,HEALTH MATE - LADIES TEAM,10015510381
VAN HECKE,Preben,09/07/1982,Male,PCT,(Bel),SVB,SPORT VLAANDEREN - BALOISE,10002310604
VAN HOECKE,Gijs,12/11/1991,Male,WTT,(Bel),CPT,CCC TEAM,10006484533
VAN HOOYDONCK,Nathan,12/10/1995,Male,WTT,(Bel),CPT,CCC TEAM,10008699264
VAN KEIRSBULCK,Guillaume,14/02/1991,Male,WTT,(Bel),CPT,CCC TEAM,10006145841
VAN LERBERGHE,Bert,29/09/1992,Male,PCT,(Bel),COF,COFIDIS SOLUTIONS CREDITS,10007970148
VAN MELSEN,Kevin,01/04/1987,Male,PCT,(Bel),WGG,WANTY - GOBERT CYCLING TEAM,10004572017
VAN POPPEL,Boy,18/01/1988,Male,PCT,(Ned),ROC,ROOMPOT - CHARLES,10003322939
VAN POPPEL,Danny,26/07/1993,Male,WTT,(Ned),TJV,TEAM JUMBO - VISMA,10006914969
VAN POUCKE,Aaron,04/04/1998,Male,PCT,(Bel),SVB,SPORT VLAANDEREN - BALOISE,10014887965
VAN ROOY,Kenneth,08/10/1993,Male,PCT,(Bel),SVB,SPORT VLAANDEREN - BALOISE,10008699466
VAN SCHIP,Jan Willem,20/08/1994,Male,PCT,(Ned),ROC,ROOMPOT - CHARLES,10008881948
VAN STAEYEN,Michaël,13/08/1988,Male,PCT,(Bel),ROC,ROOMPOT - CHARLES,10004590407
VAN 'T GELOOF,Maria Apolonia,27/03/1996,Female,CTW,(Ned),ALE,ALE CIPOLLINI,10009495371
VAN TWISK,Abigail,01/03/1997,Female,CTW,(GBr),TFS,TREK - SEGAFREDO,10010960071
VAN VEEN,Esther,27/09/1990,Female,CTW,(Ned),PHV,PARKHOTEL VALKENBURG,10013771758
VAN VELZEN,Bryony,14/05/1996,Female,CTW,(Ned),DVE,DOLTCINI - VAN EYCK SPORT UCI WOMEN CYCLING,10011232075
VAN VLEUTEN,Annemiek,08/10/1982,Female,CTW,(Ned),MTS,MITCHELTON SCOTT,10006065514
VANBILSEN,Kenneth,01/06/1990,Male,PCT,(Bel),COF,COFIDIS SOLUTIONS CREDITS,10006427242
VANDENBERGH,Stijn,25/04/1984,Male,WTT,(Bel),ALM,AG2R LA MONDIALE,10003216340
VANDENBROUCKE,Saartje,13/02/1996,Female,CTW,(Bel),DVE,DOLTCINI - VAN EYCK SPORT UCI WOMEN CYCLING,10009135057
VANDENBULCKE,Jesse,17/01/1996,Female,CTW,(Bel),DVE,DOLTCINI - VAN EYCK SPORT UCI WOMEN CYCLING,10008884170
VANENDERT,Jelle,19/02/1985,Male,WTT,(Bel),LTS,LOTTO SOUDAL,10002858248
VANHOUCKE,Harm,17/06/1997,Male,WTT,(Bel),LTS,LOTTO SOUDAL,10014276865
VANHOUTTE,Fenna,06/07/1997,Female,CTW,(Bel),LSL,LOTTO SOUDAL LADIES,10010969771
VANMARCKE,Sep,28/07/1988,Male,WTT,(Bel),EF1,EF EDUCATION FIRST,10005391261
VANSPEYBROUCK,Pieter,10/02/1987,Male,PCT,(Bel),WGG,WANTY - GOBERT CYCLING TEAM,10003225636
VARGAS BARRIENTOS,Maria Jose,15/02/1996,Female,CTW,(CRc),SWA,SWAPIT AGOLICO,10057794200
VASSE,Aimee,22/07/1978,Female,CTW,(USA),HBS,HAGENS BERMAN / SUPERMINT,10005610119
VAUGRENARD,Benoit,05/01/1982,Male,WTT,(Fra),GFC,GROUPAMA - FDJ,10002309893
VECE,Miriam,16/03/1997,Female,CTW,(Ita),VAL,VALCAR CYLANCE CYCLING,10010714137
VEKEMANS,Anisha,17/08/1991,Female,CTW,(Bel),DVE,DOLTCINI - VAN EYCK SPORT UCI WOMEN CYCLING,10006875058
VELASCO,Simone,02/12/1995,Male,PCT,(Ita),THR,THARCOR,10008018850
VENDRAME,Andrea,20/07/1994,Male,PCT,(Ita),ANS,ANDRONI GIOCATTOLI - SIDERMEC,10009392412
VENTER,Jaco,13/02/1987,Male,WTT,(RSA),TDD,TEAM DIMENSION DATA,10004508258
VENTOSO ALBERDI,Francisco Jose,06/05/1982,Male,WTT,(Spa),CPT,CCC TEAM,10002926855
VENTURINI,Clement,16/10/1993,Male,WTT,(Fra),ALM,AG2R LA MONDIALE,10007096542
VERHOEVEN,Suzanne,08/05/1996,Female,CTW,(Bel),HMT,HEALTH MATE - LADIES TEAM,10010611780
VERHULST,Gladys,02/01/1997,Female,CTW,(Fra),CMW,CHARENTE - MARITIME WOMEN CYCLING,10014189262
VERMAERKE,Kevin,16/10/2000,Male,PCT,(USA),HBA,HAGENS BERMAN AXEON,10050439273
VERMOTE,Julien,26/07/1989,Male,WTT,(Bel),TDD,TEAM DIMENSION DATA,10005351653
VERONA,Carlos,04/11/1992,Male,WTT,(Spa),MOV,MOVISTAR TEAM,10007512026
VERVAEKE,Louis,06/10/1993,Male,WTT,(Bel),SUN,TEAM SUNWEB,10007970249
VERWILST,Aaron,02/05/1997,Male,PCT,(Bel),SVB,SPORT VLAANDEREN - BALOISE,10014312029
VEYHE,Torkil,09/01/1990,Male,PCT,(Den),RIW,RIWAL READYNEZ CYCLING TEAM,10011129722
VICHOT,Arthur,26/11/1988,Male,PCT,(Fra),VCB,VITAL CONCEPT - B&B HOTELS,10006400465
VIECELI,Lara,16/07/1993,Female,CTW,(Ita),WNT,WNT ROTOR PRO CYCLING TEAM,10007980454
VIEJO REDONDO,Jose Daniel,08/12/1997,Male,PCT,(Spa),EUS,EUSKADI BASQUE COUNTRY - MURIAS,10009994923
VIEL,Mattia,22/04/1995,Male,PCT,(Ita),ANS,ANDRONI GIOCATTOLI - SIDERMEC,10009026034
VIGILIA,Alessia,01/09/1999,Female,CTW,(Ita),VAL,VALCAR CYLANCE CYCLING,10015658814
VILLELLA,Davide,27/06/1991,Male,WTT,(Ita),AST,ASTANA PRO TEAM,10008700880
VINCENT,Léo,06/11/1995,Male,WTT,(Fra),GFC,GROUPAMA - FDJ,10007996117
VINGEGAARD,Jonas,10/12/1996,Male,WTT,(Den),TJV,TEAM JUMBO - VISMA,10011208231
VINJEBO,Emil Nygaard,24/03/1994,Male,PCT,(Den),RIW,RIWAL READYNEZ CYCLING TEAM,10013118929
VIVIANI,Elia,07/02/1989,Male,WTT,(Ita),DQT,DECEUNINCK  -  QUICK - STEP,10005502914
VLASOV,Aleksandr,23/04/1996,Male,PCT,(Rus),GAZ,GAZPROM - RUSVELO,10009728070
VOLLERING,Demi,15/11/1996,Female,CTW,(Ned),PHV,PARKHOTEL VALKENBURG,10015146633
VOROBYEV,Anton,12/10/1990,Male,PCT,(Rus),GAZ,GAZPROM - RUSVELO,10006473318
VOS,Marianne,13/05/1987,Female,CTW,(Ned),CCC,CCC - LIV,10003114488
VUILLERMOZ,Alexis,01/06/1988,Male,WTT,(Fra),ALM,AG2R LA MONDIALE,10004638196
VYSOTSKA,Yevgeniya,11/12/1975,Female,CTW,(Ukr),SER,SERVETTO - PIUMATE - BELTRAMI TSA,10001570067
WACKERMANN,Luca,13/03/1992,Male,PCT,(Ita),BRD,BARDIANI CSF,10006878795
WAEYTENS,Zico,29/09/1991,Male,PCT,(Bel),COF,COFIDIS SOLUTIONS CREDITS,10006466850
WAGNER,Robert Thomas,17/04/1983,Male,PCT,(Ger),PCB,TEAM ARKEA - SAMSIC,10003062857
WALLAYS,Jelle,11/05/1989,Male,WTT,(Bel),LTS,LOTTO SOUDAL,10005865753
WALLIN,Rasmus Bøgh,02/01/1996,Male,PCT,(Den),RIW,RIWAL READYNEZ CYCLING TEAM,10009864375
WALSCHEID,Maximilian Richard,13/06/1993,Male,WTT,(Ger),SUN,TEAM SUNWEB,10045463375
WANG,Meiyin,26/12/1988,Male,WTT,(Chn),TBM,BAHRAIN - MERIDA,10006718545
WARBASSE,Lawrence,28/06/1990,Male,WTT,(USA),ALM,AG2R LA MONDIALE,10006003270
WARLOP,Jordi,04/06/1996,Male,PCT,(Bel),SVB,SPORT VLAANDEREN - BALOISE,10010589653
WASMUS,Nienke,23/10/1999,Female,CTW,(Ned),BPC,BIEHLER PRO CYCLING,10015705795
WATERREUS,Kylie,22/03/1998,Female,CTW,(Ned),HMT,HEALTH MATE - LADIES TEAM,10010200845
WEEMAES,Sasha,09/02/1998,Male,PCT,(Bel),SVB,SPORT VLAANDEREN - BALOISE,10011139624
WEENING,Pieter,05/04/1981,Male,PCT,(Ned),ROC,ROOMPOT - CHARLES,10002204914
WELLENS,Tim,10/05/1991,Male,WTT,(Bel),LTS,LOTTO SOUDAL,10006453110
WELTEN,Bram,29/03/1997,Male,PCT,(Ned),PCB,TEAM ARKEA - SAMSIC,10009334717
WHELAN,James,11/07/1996,Male,WTT,(Aus),EF1,EF EDUCATION FIRST,10046251200
WHITE,Emma,23/08/1997,Female,CTW,(USA),RLW,RALLY UHC CYCLING,10009354319
WIEBES,Lorena,17/03/1999,Female,CTW,(Ned),PHV,PARKHOTEL VALKENBURG,10014173300
WIEL,Jade,02/04/2000,Female,CTW,(Fra),FDJ,FDJ NOUVELLE - AQUITAINE FUTUROSCOPE,10023490552
WILD,Kirsten,15/10/1982,Female,CTW,(Ned),WNT,WNT ROTOR PRO CYCLING TEAM,10002919175
WILES,Tayler,20/07/1989,Female,CTW,(USA),TFS,TREK - SEGAFREDO,10007992881
WILLEMS,Thimo,09/02/1996,Male,PCT,(Bel),SVB,SPORT VLAANDEREN - BALOISE,10013870374
WILLIAMS,Georgia,25/08/1993,Female,CTW,(NZl),MTS,MITCHELTON SCOTT,10007230726
WILLIAMS,Lily,24/06/1994,Female,CTW,(USA),HBS,HAGENS BERMAN / SUPERMINT,10045969492
WILLIAMS,Stephen,09/06/1996,Male,WTT,(GBr),TBM,BAHRAIN - MERIDA,10010093135
WINDER,Ruth,09/07/1993,Female,CTW,(USA),TFS,TREK - SEGAFREDO,10007501518
WIRTGEN,Tom,04/03/1996,Male,PCT,(Lux),WVA,WALLONIE BRUXELLES,10009127680
WISNIOWSKI,Lukasz,07/12/1991,Male,WTT,(Pol),CPT,CCC TEAM,10006824235
WONG,Melanie,30/10/1986,Female,CTW,(USA),T20,SHO - AIR TWENTY20,10016190896
WOODS,Michael,12/10/1986,Male,WTT,(Can),EF1,EF EDUCATION FIRST,10008648037
WORRACK,Trixi,28/09/1981,Female,CTW,(Ger),TFS,TREK - SEGAFREDO,10002059414
WOUTERS,Enzo,21/03/1996,Male,WTT,(Bel),LTS,LOTTO SOUDAL,10009135259
WRIGHT,Sophie,15/03/1999,Female,CTW,(GBr),BIG,BIGLA,10011067175
WYNANTS,Maarten,13/05/1982,Male,WTT,(Bel),TJV,TEAM JUMBO - VISMA,10004313147
WYSS,Danilo,26/08/1985,Male,WTT,(Swi),TDD,TEAM DIMENSION DATA,10002909980
YAROSHENKO,Viktoriia,12/07/1999,Female,CTW,(Ukr),LCW,LVIV CYCLING TEAM,10075346853
YATES,Adam,07/08/1992,Male,WTT,(GBr),MTS,MITCHELTON - SCOTT,10007059055
YATES,Simon Philip,07/08/1992,Male,WTT,(GBr),MTS,MITCHELTON - SCOTT,10055330194
YONAMINE,Eri,25/04/1991,Female,CTW,(Jpn),ALE,ALE CIPOLLINI,10009040885
YOSHIDA,Hayato,19/05/1989,Male,PCT,(Jpn),NIP,NIPPO - VINI FANTINI - FAIZANE',10005480985
YOSHIKAWA,Miho,15/01/1993,Female,CTW,(Jpn),BDU,BIZKAIA - DURANGO,10009021081
ZABEL,Rick,07/12/1993,Male,WTT,(Ger),TKA,TEAM KATUSHA ALPECIN,10007506366
ZABELINSKAYA,Olga,10/05/1980,Female,CTW,(Uzb),CGS,COGEAS METTLER LOOK PRO CYCLING TEAM,10001441139
ZACCANTI,Filippo,12/09/1995,Male,PCT,(Ita),NIP,NIPPO - VINI FANTINI - FAIZANE',10010165883
ZAKARIN,Ilnur,15/09/1989,Male,WTT,(Rus),TKA,TEAM KATUSHA ALPECIN,10005501496
ZAKHAROV,Artyom,27/10/1991,Male,WTT,(Kaz),AST,ASTANA PRO TEAM,10006895569
ZALIZNA,Valeria,25/04/1996,Female,CTW,(Ukr),LCW,LVIV CYCLING TEAM,10009728171
ZANARDI,Silvia,03/03/2000,Female,CTW,(Ita),BPK,BEPINK,10030159607
ZARDINI,Edoardo,02/11/1989,Male,PCT,(Ita),THR,THARCOR,10005658114
ZEITS,Andrey,14/12/1986,Male,WTT,(Kaz),AST,ASTANA PRO TEAM,10004703672
ZHAO,Xi Sha,28/09/1992,Female,CTW,(Chn),GPC,CHINA LIV PRO CYCLING,10009391095
IGART,Urka,04/12/1996,Female,CTW,(Slo),BTC,BTC CITY LJUBLJANA,10009892869
ZIJLAARD,Maikel,01/06/1999,Male,PCT,(Ned),HBA,HAGENS BERMAN AXEON,10015508967
ZOIDL,Riccardo,08/04/1988,Male,WTT,(Aut),CPT,CCC TEAM,10004640725
