code,First_Last,country_short,2018_team
10015905051,Luca Rastelli,(Ita),Biesse Carrera Gavardo
10010086970,Simone Ravanelli,(Ita),Biesse Carrera Gavardo
10008950050,Enrico Salvador,(Ita),Biesse Carrera Gavardo
10029214057,Stefano Taglietti,(Ita),Biesse Carrera Gavardo
10009392513,Andrea Zanardini,(Ita),Biesse Carrera Gavardo
10011061418,Adne van Engelen,(Ned),Bike Aid
10008697446,Meron Teshome,(Eri),Bike Aid
10009966429,Meron Abraham,(Eri),Bike Aid
10009348659,Daniel Bichlmann,(Ger),Bike Aid
10008931660,Lucas Carstensen,(Ger),Bike Aid
10006675806,Nikodemus Holler,(Ger),Bike Aid
10064580156,Charles Kagimu,(Uga),Bike Aid
10063967945,Suleiman Kangangi,(Ken),Bike Aid
10054296439,Salim Kipkemboi,(Ken),Bike Aid
10063968652,Geoffrey Kiprotich Langat,(Ken),Bike Aid
10009396048,Patrick Lechner,(Ger),Bike Aid
10009395947,Timo Schäfer,(Ger),Bike Aid
10004146732,Matthias Schnapka,(Ger),Bike Aid
10005763396,Tino Thömel,(Ger),Bike Aid
10011142149,Joshua Beikoff,(Aus),Brisbane Continental
10015536148,Jonathan Butler,(Aus),Brisbane Continental
10007356018,David Edwards,(Aus),Brisbane Continental
10006874452,Jordan Kerby,(Aus),Brisbane Continental
10009000671,Oliver Martin,(Aus),Brisbane Continental
10014223012,Mitch Neumann,(Aus),Brisbane Continental
10013715780,Jonathon Noble,(Aus),Brisbane Continental
10006290028,Thomas Robinson,(Aus),Brisbane Continental
10071601037,Oliver Smith,(Aus),Brisbane Continental
10009778186,Ryan Thomas,(Aus),Brisbane Continental
10006383893,Michael Vink,(NZl),Brisbane Continental
10015605159,Calan White,(Aus),Brisbane Continental
10038163117,Oscar Eduardo Sanchez Guarin,(Col),Canel's-Specialized
10009435050,Pablo Andrés Alarcon Cares,(Chi),Canel's-Specialized
10013400532,Jhonatan Casillas Carmona,(Mex),Canel's-Specialized
10014282626,Eduardo Corte Cordero,(Mex),Canel's-Specialized
10015253636,Daniel Martínez Constante,(Mex),Canel's-Specialized
10015856753,Leonel Palma Dajui,(Mex),Canel's-Specialized
10009023711,Ignacio Prado Juarez,(Mex),Canel's-Specialized
10005453808,Oscar Eduardo Sanchez Guarin,(Col),Canel's-Specialized
10009730494,Efren Santos Moreno,(Mex),Canel's-Specialized
10010587431,Jose Alfredo Santoyo Gonzalez,(Mex),Canel's-Specialized
10049192825,Roman Daniel Villalobos Solis,(CRc),Canel's-Specialized
10009109492,Jose Esteban Xopa Maria,(Mex),Canel's-Specialized
10009993509,Joseph Fry,(GBr),Canyon Eisberg
10009891758,Dexter Gardias,(GBr),Canyon Eisberg
10007818887,Sam Lowe,(GBr),Canyon Eisberg
10018481009,James Lowsley-Williams,(GBr),Canyon Eisberg
10019423525,Matthew Nowell,(GBr),Canyon Eisberg
10007366728,Chris Opie,(GBr),Canyon Eisberg
10015689934,Charles Page,(GBr),Canyon Eisberg
10005630327,Alex Paton,(GBr),Canyon Eisberg
10008634802,Jack Pullar,(GBr),Canyon Eisberg
10016158463,Louis Rose Davis,(GBr),Canyon Eisberg
10010958657,Max Stedman,(GBr),Canyon Eisberg
10014741455,Charlie Tanfield,(GBr),Canyon Eisberg
10008696840,Harry Tanfield,(GBr),Canyon Eisberg
10004521392,Andrew Tennant,(GBr),Canyon Eisberg
10010958859,Rory Townsend,(GBr),Canyon Eisberg
10010687562,Roman Seliversov,(USA),CCB Foundation-Sicleri
10015484214,Patrick Collins,(USA),CCB Foundation-Sicleri
10015312442,Wyatt Goral,(USA),CCB Foundation-Sicleri
10009353612,Noah Granigan,(USA),CCB Foundation-Sicleri
10036114393,John Harris,(USA),CCB Foundation-Sicleri
10064521754,Thomas Humphreys,(Den),CCB Foundation-Sicleri
10013385980,Brendan McCormack,(USA),CCB Foundation-Sicleri
10049918002,Jonah Mead-Van Cort,(USA),CCB Foundation-Sicleri
10063853363,Gabriel Mendez,(USA),CCB Foundation-Sicleri
10010080708,Tim Mitchell,(USA),CCB Foundation-Sicleri
10009771217,Spencer Petrov,(USA),CCB Foundation-Sicleri
10014080946,Jonathan Sandoval Ulloa,(Mex),CCB Foundation-Sicleri
10049932045,Conor Schunk,(USA),CCB Foundation-Sicleri
10054796900,Jake Sitler,(USA),CCB Foundation-Sicleri
10009356238,Cooper Willsey,(USA),CCB Foundation-Sicleri
10015322243,Xin Cai,(Chn),China-Gansu Bank
10051367948,Xinping Ding,(Chn),China-Gansu Bank
10051479193,Bo Li,(Chn),China-Gansu Bank
10009835881,Junshan Qi,(Chn),China-Gansu Bank
10009836083,Mingliang Song,(Chn),China-Gansu Bank
10050161007,Yupeng Sun,(Chn),China-Gansu Bank
10006015394,Zhen Wang,(Chn),China-Gansu Bank
10009835982,Fugui Yang,(Chn),China-Gansu Bank
10008665215,Dieter Bouvry,(Bel),Cibel-Cebon
10007155550,Robby Cobbaert,(Bel),Cibel-Cebon
10009404940,Dennis Coenen,(Bel),Cibel-Cebon
10009370180,Alexander Cools,(Bel),Cibel-Cebon
10013146918,Stijn De Bock,(Bel),Cibel-Cebon
10010978057,Johannes De Paepe,(Bel),Cibel-Cebon
10006696317,Michiel Dieleman,(Bel),Cibel-Cebon
10007755435,Roy Jans,(Bel),Cibel-Cebon
10005875857,Jimmy Janssens,(Bel),Cibel-Cebon
10010978259,Gianni Marchand,(Bel),Cibel-Cebon
10009802438,Cedric Raymackers,(Bel),Cibel-Cebon
10009977240,Jan Reynaerts,(Bel),Cibel-Cebon
10009141525,Wim Reynaerts,(Bel),Cibel-Cebon
10007497676,Brecht Ruyters,(Bel),Cibel-Cebon
10005354380,Timothy Stevens,(Bel),Cibel-Cebon
10012735676,Lennert Teugels,(Bel),Cibel-Cebon
10035265241,Juan Diego Alba Bolivar,(Col),Coldeportes Zenu Sello Rojo
10006284368,Julio Alexis Camacho Bernal,(Col),Coldeportes Zenu Sello Rojo
10035395987,Diego Andres Camargo Pineda,(Col),Coldeportes Zenu Sello Rojo
10005424708,Alex Norberto Cano Ardila,(Col),Coldeportes Zenu Sello Rojo
10035515724,German Enrique Chaves Torres,(Col),Coldeportes Zenu Sello Rojo
10035371941,Diego Alejandro Jaramillo Velez,(Col),Coldeportes Zenu Sello Rojo
10035298482,Daniel Alejandro Largo Largo,(Col),Coldeportes Zenu Sello Rojo
10001462256,Luis Felipe Laverde Jimenez,(Col),Coldeportes Zenu Sello Rojo
10005693274,John Edilberto Martinez Montero,(Col),Coldeportes Zenu Sello Rojo
10009847403,Juan Martin Mesa Perez,(Col),Coldeportes Zenu Sello Rojo
10035516027,Cristian Camilo Muñoz Lancheros,(Col),Coldeportes Zenu Sello Rojo
10004503107,Davilier Ospina Navarro,(Col),Coldeportes Zenu Sello Rojo
10004665579,Miguel Angel Rubiano Chavez,(Col),Coldeportes Zenu Sello Rojo
10009490220,Valentijn Lauwers,(Bel),Corendon-Circus
10004853014,Marcel Meisen,(Ger),Corendon-Circus
10008624088,Stijn Caluwe,(Bel),Corendon-Circus
10009749490,Jens Dekker,(Ned),Corendon-Circus
10003341632,Tom Meeusen,(Bel),Corendon-Circus
10010947038,Ben Turner,(GBr),Corendon-Circus
10006631043,David van der Poel,(Ned),Corendon-Circus
10007946203,Mathieu van der Poel,(Ned),Corendon-Circus
10010943604,Toon Vandebosch,(Bel),Corendon-Circus
10006656204,Gianni Vermeersch,(Bel),Corendon-Circus
10011335846,Connor Sallee,(USA),Cyclus Sports
10007983484,Parker Kyzer,(USA),Cyclus Sports
10071260325,Ian Baun,(USA),Cyclus Sports
10005697520,Winston David,(USA),Cyclus Sports
10013459944,Corey Davis,(USA),Cyclus Sports
10015996391,Franklin Deese,(USA),Cyclus Sports
10009794354,Oliver Flautt,(USA),Cyclus Sports
10071260729,Michael Gearren II,(USA),Cyclus Sports
10014742768,Andrew Giniat,(USA),Cyclus Sports
10015810172,Ricky Randall,(USA),Cyclus Sports
10006710663,Ben Renkema,(USA),Cyclus Sports
10015393880,Angelo Vitiello,(Ita),D'Amico Utensilnord
10009700889,Andrea Garosio,(Ita),D'Amico Utensilnord
10009061602,Francesco Bettini,(Ita),D'Amico Utensilnord
10006197674,Ettore Carlini,(Ita),D'Amico Utensilnord
10030041587,Edoardo Corridori,(Ita),D'Amico Utensilnord
10009877513,Emanuele Di Giovanni,(Ita),D'Amico Utensilnord
10011008874,Marcello Merlino,(Ita),D'Amico Utensilnord
10009971580,Emanuele Onesti,(Ita),D'Amico Utensilnord
10058990128,Franco Orocito,(Arg),D'Amico Utensilnord
10009656029,Angelo Raffaele,(Ita),D'Amico Utensilnord
10007095734,Nicolas Samparisi,(Ita),D'Amico Utensilnord
10029869819,Antonio Taglioli,(Ita),D'Amico Utensilnord
10010123447,Ernad Beganovic,(Srb),Dare Gaviota
10012768416,Eduardo Francisco Garcia Martinez,(Spa),Dare Gaviota
10014547354,Odin Foldvik Eikeland,(Nor),Dare Gaviota
10007975909,Jonas Orset,(Nor),Dare Gaviota
10008953787,Josep Miralles Rigo,(Spa),Dare Gaviota
10009011280,Slavko Panic,(Srb),Dare Gaviota
10003236144,Hector Gonzalez Baeza,(Spa),Dare Gaviota
10006925073,Srboslav Pajic,(Srb),Dare Gaviota
10049246880,Leon Koch,(Ned),Dare Gaviota
10049817665,Boris Kosi,(Srb),Dare Gaviota
10049844846,Danijel Ulijan,(Srb),Dare Gaviota
10009220034,Sjoerd Bax,(Ned),Delta Cycling Rotterdam
10009319357,Luuc Bugter,(Ned),Delta Cycling Rotterdam
10007524049,Eamon Lucas Franck,(USA),Delta Cycling Rotterdam
10007526675,Ike Groen,(Ned),Delta Cycling Rotterdam
10015508866,Vincent Hoppezak,(Ned),Delta Cycling Rotterdam
10009647036,Adriaan Janssen,(Ned),Delta Cycling Rotterdam
10015062060,Gijs Meijer,(Ned),Delta Cycling Rotterdam
10015903536,Gerco Pastoor,(Ned),Delta Cycling Rotterdam
10010977047,Justin Timmermans,(Ned),Delta Cycling Rotterdam
10011140735,Rens Tulner,(Ned),Delta Cycling Rotterdam
10011022820,Jason van Dalen,(Ned),Delta Cycling Rotterdam
10015686904,Marijn van Den Berg,(Ned),Delta Cycling Rotterdam
10014922018,Jens van Den Dool,(Ned),Delta Cycling Rotterdam
10008653895,Maarten Van Trijp,(Ned),Destil-Parkhotel Valkenburg
10009771116,Cameron Beard,(USA),Destil-Parkhotel Valkenburg
10015681244,Robin Blummel,(Ned),Destil-Parkhotel Valkenburg
10007217285,Twan Brusselman,(Ned),Destil-Parkhotel Valkenburg
10009026539,Pavel Chursin,(Rus),Destil-Parkhotel Valkenburg
10015682153,Timo de Jong,(Ned),Destil-Parkhotel Valkenburg
10011048785,Jacob Eriksson,(Swe),Destil-Parkhotel Valkenburg
10015709637,Guillem Garcia Saubi,(Spa),Destil-Parkhotel Valkenburg
10009321882,Stephan Grigroyan,(Rus),Destil-Parkhotel Valkenburg
10008914684,Tim Kerkhof,(Ned),Destil-Parkhotel Valkenburg
10015541101,Alex Molenaar,(Ned),Destil-Parkhotel Valkenburg
10015599604,Lars Oreel,(Ned),Destil-Parkhotel Valkenburg
10009334616,Maik van der Heijden,(Ned),Destil-Parkhotel Valkenburg
10010973411,Jordi van Loon,(Ned),Destil-Parkhotel Valkenburg
10014309096,Oscar van Wijk,(Ned),Destil-Parkhotel Valkenburg
10011108908,Camden Vodicka,(USA),Destil-Parkhotel Valkenburg
10014842394,Nils Eekhoff,(Ned),Development Team Sunweb
10015092574,Felix Gall,(Aut),Development Team Sunweb
10015766322,Leon Heinschke,(Ger),Development Team Sunweb
10011144068,Marc Hirschi,(Swi),Development Team Sunweb
10010173563,Max Kanter,(Ger),Development Team Sunweb
10043809022,Niklas Märkl,(Ger),Development Team Sunweb
10014918378,Jarno Mobach,(Ned),Development Team Sunweb
10008705833,Joris Nieuwenhuis,(Ned),Development Team Sunweb
10053551660,Martin Alexander Salmon,(Ger),Development Team Sunweb
10010661492,Florian Stork,(Ger),Development Team Sunweb
10060727640,Sergio Tu,(Tpe),Development Team Sunweb
10015600210,Jens Vanoverberghe,(Bel),Development Team Sunweb
10009131926,Travis Simpson,(Aus),DFT Team
10008606409,Shahin Homay Aghdam,(IRI),DFT Team
10013097509,Aziz Alizadeh,(IRI),DFT Team
10070504129,Mahdi Bahari,(IRI),DFT Team
10006408852,Gholamreza Cheraghi,(IRI),DFT Team
10007166563,Mohammad Gharehbaghi Pouri,(IRI),DFT Team
10067246848,Morteza Jafar Zadeh,(IRI),DFT Team
10010204178,Mohammadreza Mohammadiha,(IRI),DFT Team
10005816647,Ali Nemati Khiavi,(IRI),DFT Team
10070504432,Sina Nemati Khiavi,(IRI),DFT Team
10009813653,Mohammad Pouresmaeil,(IRI),DFT Team
10009976836,Matteo Sobrero,(Ita),Dimension Data for Qhubeka Continental Team
10009979967,Samuel Mugisha,(Rwa),Dimension Data for Qhubeka Continental Team
10010787087,Louis Visser,(RSA),Dimension Data for Qhubeka Continental Team
10011027769,Hafetab Weldu,(Eth),Dimension Data for Qhubeka Continental Team
10013718511,Kent Main,(RSA),Dimension Data for Qhubeka Continental Team
10014991837,Luca Mozzato,(Ita),Dimension Data for Qhubeka Continental Team
10015841090,Simone Innocenti,(Ita),Dimension Data for Qhubeka Continental Team
10009145161,Stefan De Bod,(RSA),Dimension Data for Qhubeka Continental Team
10009639356,El Mehdi Chokri,(Mar),Dimension Data for Qhubeka Continental Team
10021742431,Ollie Jones,(NZl),Dimension Data for Qhubeka Continental Team
10028959736,Federico Molini,(Ita),Dimension Data for Qhubeka Continental Team
10046251200,James Whelan,(Aus),Drapac EF p/b Cannondale
10046247964,Sascha Bondarenko-Edwards,(Aus),Drapac EF p/b Cannondale
10015463093,Patrick Burt,(Aus),Drapac EF p/b Cannondale
10011124971,Jesse Featonby,(Aus),Drapac EF p/b Cannondale
10008994914,Tom Kaesler,(Aus),Drapac EF p/b Cannondale
10009778792,Oliver Kent-Spark,(Aus),Drapac EF p/b Cannondale
10011132752,Liam Magennis,(Aus),Drapac EF p/b Cannondale
10011137806,Cyrus Monk,(Aus),Drapac EF p/b Cannondale
10014260394,James Pane,(Aus),Drapac EF p/b Cannondale
10007710167,Alexander Smyth,(Mlt),Drapac EF p/b Cannondale
10012902802,Liam White,(Aus),Drapac EF p/b Cannondale
10009000469,Theodore Yates,(Aus),Drapac EF p/b Cannondale
10008625506,Juraj Bellan,(Svk),Dukla Banska Bystrica
10004611625,Marek Canecky,(Svk),Dukla Banska Bystrica
10011240462,Jan Andrej Cully,(Svk),Dukla Banska Bystrica
10010776781,Adrián Foltán,(Svk),Dukla Banska Bystrica
10005540195,Martin Haring,(Svk),Dukla Banska Bystrica
10005989934,Martin Mahdar,(Svk),Dukla Banska Bystrica
10015814923,Matus Melis,(Svk),Dukla Banska Bystrica
10009770611,Samuel Oros,(Svk),Dukla Banska Bystrica
10006902037,Filip Taragel,(Svk),Dukla Banska Bystrica
10003270500,Patrik Tybor,(Svk),Dukla Banska Bystrica
10010967751,Jakub Varhanovsky,(Svk),Dukla Banska Bystrica
10011075865,Martin Vlcák,(Svk),Dukla Banska Bystrica
10001468421,Sérgio Paulinho,(Por),Efapel
10002526327,David Arroyo Duran,(Spa),Efapel
10006060258,Henrique Casimiro,(Por),Efapel
10008197894,Jesus Del Pino Corrochano,(Spa),Efapel
10008677541,Marcos Jurado Rodriguez,(Spa),Efapel
10006400162,Daniel Mestre,(Por),Efapel
10005988722,Pedro Paulinho,(Por),Efapel
10005484120,Bruno Silva,(Por),Efapel
10008732206,Rafael Silva,(Por),Efapel
10009381193,Samuel Bassetti,(USA),Elevate-KHS
10010082223,Jordan Cheyne,(Can),Elevate-KHS
10007889316,Eder Frayre Moctezuma,(Mex),Elevate-KHS
10015022048,Kevin Girkins,(USA),Elevate-KHS
10006178981,Scott Law,(Aus),Elevate-KHS
10013376179,Brian McCulloch,(USA),Elevate-KHS
10051994206,James Piccoli,(Can),Elevate-KHS
10009639457,Jose Alfredo Rodriguez Victoria,(Mex),Elevate-KHS
10010204784,George Simpson,(USA),Elevate-KHS
10008642377,Nicholas Torraca,(USA),Elevate-KHS
10051583772,Cory Williams,(USA),Elevate-KHS
10003245945,Jan Barta,(Cze),Elkov-Author
10002058202,Tomas Buchacek,(Cze),Elkov-Author
10007523241,Josef Cerny,(Cze),Elkov-Author
10004627587,Vojtech Hacecky,(Cze),Elkov-Author
10002510563,Alois Kankovsky,(Cze),Elkov-Author
10007951657,Piotr Konwa,(Pol),Elkov-Author
10008680470,Michael Kukrle,(Cze),Elkov-Author
10015093079,Jakub Otruba,(Cze),Elkov-Author
10004771976,Jiri Polnicky,(Cze),Elkov-Author
10008820213,Jan Rajchart,(Cze),Elkov-Author
10008708560,Matej Zahalka,(Cze),Elkov-Author
10035273022,Edwin Leandro Arango Carvajal,(Col),EPM
10007164442,Edward Alexander Beltran Suarez,(Col),EPM
10035392452,Jairo Alonso Cano Salas,(Col),EPM
10005877675,Edwin Andres Carvajal Jaramillo,(Col),EPM
10007186367,Jose Nicolas Castro Laverde,(Col),EPM
10009360783,Rodrigo Contreras Pinzon,(Col),EPM
10014672040,Angel Alexander Gil Sanchez,(Col),EPM
10007839196,Luis Miguel Martinez Gomez,(Col),EPM
10035272416,Fredy Emir Montaña Cadena,(Col),EPM
10010985636,Daniel Muñoz Giraldo,(Col),EPM
10007528796,Diego Antonio Ochoa Camargo,(Col),EPM
10003034666,Juan Pablo Suarez Suarez,(Col),EPM
10010179324,Harold Alfonso Tejada Canacue,(Col),EPM
10009704731,Dany Alberto Osorio Calle,(Col),Equipo Continental Orgullo Paisa
10003034464,Carlos Julian Quintero Noreña,(Col),Equipo Continental Orgullo Paisa
10005340236,Alejandro Serna Toro,(Col),Equipo Continental Orgullo Paisa
10005569295,Rafael Anibal Montiel Cuello,(Col),Equipo Continental Orgullo Paisa
10016007307,Johan Moreno Ramirez,(Col),Equipo Continental Orgullo Paisa
10035244427,Jaime Andres Restrepo Garcia,(Col),Equipo Continental Orgullo Paisa
10035265544,Jose Tito Hernandez Jaramillo,(Col),Equipo Continental Orgullo Paisa
10035273527,Edison Estefan Osorio Calle,(Col),Equipo Continental Orgullo Paisa
10035406600,Juan Esteban Villada Guarin,(Col),Equipo Continental Orgullo Paisa
10035426000,Edison Muñoz Lopez,(Col),Equipo Continental Orgullo Paisa
10006119367,Wietse Bosmans,(Bel),ERA
10003399630,Kevin Cant,(Bel),ERA
10010956536,Timo Kielich,(Bel),ERA
10007952869,Braam Merlier,(Bel),ERA
10011131439,Gert Smets,(Bel),ERA
10006912646,Laurens Sweeck,(Bel),ERA
10007573458,Yorben Van Tichelt,(Bel),ERA
10007995309,Toon Wouters,(Ned),ERA
10015561915,Wan Abdul Rahman Hamdan,(Mas),Forca Amskins Racing
10007966411,John Ebsen,(Den),Forca Amskins Racing
10007996723,Alvaro Raul Duarte Sandoval,(Col),Forca Amskins Racing
10004527759,Anuar Manan,(Mas),Forca Amskins Racing
10004872515,Amir Mustafa Rusli,(Mas),Forca Amskins Racing
10006408145,Mohammad Saufi Mat Senan,(Mas),Forca Amskins Racing
10007732500,Sofian Nabil Omar Mohd Bakri,(Mas),Forca Amskins Racing
10049093195,Nik Mohd Azwan Zulkiflie,(Mas),Forca Amskins Racing
10066080626,Mohd Hafidz Abd Hamid,(Mas),Forca Amskins Racing
10014474505,Donghyuk Choi,(Kor),Gapyeong
10015571211,Yeonwoo Yoo,(Kor),Gapyeong
10073979355,Yongho Cho,(Kor),Gapyeong
10010962293,Jaewoong Choi,(Kor),Gapyeong
10009380587,Seokhyun Ham,(Kor),Gapyeong
10009814663,Eunseong Jung,(Kor),Gapyeong
10009148494,Hwanghee Kim,(Kor),Gapyeong
10013958987,Jihun Kim,(Kor),Gapyeong
10009713219,Jooseok Kim,(Kor),Gapyeong
10014454192,Jaeha Lee,(Kor),Gapyeong
10049088044,Junhee Lee,(Kor),Gapyeong
10009381092,Dohyoung Kim,(Kor),Geumsan Insam Cello
10006406630,Hyeongmin Choe,(Kor),Geumsan Insam Cello
10007787464,Chaebin Im,(Kor),Geumsan Insam Cello
10071364395,Kookhyun Kim,(Kor),Geumsan Insam Cello
10010100916,Unggyeom Kim,(Kor),Geumsan Insam Cello
10064904401,Yongkyun Kim,(Kor),Geumsan Insam Cello
10064904094,Yoobin Kim,(Kor),Geumsan Insam Cello
10071364496,Sunghyun Lee,(Kor),Geumsan Insam Cello
10009762123,Jeyong Son,(Kor),Geumsan Insam Cello
10050281851,Zhiwen Chen,(Chn),Giant
10050282659,Penghai Deng,(Chn),Giant
10010915312,Tianhao Gu,(Chn),Giant
10069789965,Li Jiabao,(Chn),Giant
10062644095,Jinsong Li,(Chn),Giant
10062397252,Xiangyuan Li,(Chn),Giant
10051248720,Haiwang Liu,(Chn),Giant
10069790066,Liu Manduo,(Chn),Giant
10050285891,Hang Shi,(Chn),Giant
10064526606,Zhaoliang Xu,(Chn),Giant
10053581467,Tianxiang Zhi,(Chn),Giant
10010994528,Yacine Hamza,(Alg),Groupement Sportif des Petroliers Algerie
10008002278,Karim Hadjbouzit,(Alg),Groupement Sportif des Petroliers Algerie
10009543568,Abdelghanie Fellah,(Alg),Groupement Sportif des Petroliers Algerie
10009723020,El Khacib Sassane,(Alg),Groupement Sportif des Petroliers Algerie
10005591931,Abdelkader Belmoukhtar,(Alg),Groupement Sportif des Petroliers Algerie
10006392381,Azzedine Lagab,(Alg),Groupement Sportif des Petroliers Algerie
10006594970,Ismain Lallouchi,(Alg),Groupement Sportif des Petroliers Algerie
10016155332,Mehdi Lounis,(Alg),Groupement Sportif des Petroliers Algerie
10060959430,Djamel Eddine Koriche,(Alg),Groupement Sportif des Petroliers Algerie
10075503063,Hossein Najmi Bonab,(IRI),Gun Ay Tabriz Team
10071089664,Majid Asgharibehrouz,(IRI),Gun Ay Tabriz Team
10008712503,Esmaeil Bagheri,(IRI),Gun Ay Tabriz Team
10067400129,Mohammad Hashemi,(IRI),Gun Ay Tabriz Team
10006376621,Farhad Mokhtari Memar,(IRI),Gun Ay Tabriz Team
10071089866,Akbar Najafzadeh,(IRI),Gun Ay Tabriz Team
10071089563,Sajjad Paydar Shirvanehdeh,(IRI),Gun Ay Tabriz Team
10071089058,Karim Pourgholi Belvirdi,(IRI),Gun Ay Tabriz Team
10071089260,Tohid Sahraei Bonab,(IRI),Gun Ay Tabriz Team
10071089361,Mirarash Sajedi,(IRI),Gun Ay Tabriz Team
10071113916,Miraref Sajedi,(IRI),Gun Ay Tabriz Team
10009765052,Wilson Steeven Cardona Garcia,(Col),GW Shimano
10014673353,Sergio Andres Martinez Rueda,(Col),GW Shimano
10016193021,Alejandro Osorio Carvajal,(Col),GW Shimano
10035375173,Jhonathan Stivens Ospina Rivas,(Col),GW Shimano
10007312467,Heiner Rodrigo Parra Bustamante,(Col),GW Shimano
10003298687,Walter Fernando Pedraza Morales,(Col),GW Shimano
10009765355,Carlos Mario Ramirez Botero,(Col),GW Shimano
10035424380,Juan Pablo Rendon Jaimes,(Col),GW Shimano
10010986242,Yeison Sebastian Reyes Ortega,(Col),GW Shimano
10002480655,Jose Rodolfo Serpa Perez,(Col),GW Shimano
10035525929,Cristhian Camilo Talero Reyes,(Col),GW Shimano
10006288109,Christian Leonardo Tamayo Saavedra,(Col),GW Shimano
10007426039,Alexis Cartier,(Can),H&R Block Pro
10009771520,Oliver Evans,(Can),H&R Block Pro
10009139303,Luke Mudgway,(NZl),H&R Block Pro
10007852334,Marc-Antoine Nadon,(Can),H&R Block Pro
10007180004,Conor O'Brien,(Can),H&R Block Pro
10015479261,Vivien Rindisbacher,(Can),H&R Block Pro
10008844865,Jure Rupnik,(Slo),H&R Block Pro
10051479904,Matt Staples,(Can),H&R Block Pro
10016188371,Jean-Denis Thibault,(Can),H&R Block Pro
10006736329,Jayson Valade,(Fra),H&R Block Pro
10011215406,Tao Yang,(Chn),Hainan Jilun Cycling Team
10011215507,Lu Cheng Zhou,(Chn),Hainan Jilun Cycling Team
10014663249,Di Li,(Chn),Hainan Jilun Cycling Team
10008191834,Kevin Daniel Rios Quintana,(Col),Hainan Jilun Cycling Team
10009203058,Gefa Gu,(Chn),Hainan Jilun Cycling Team
10015998011,Shan Jiang,(Chn),Hainan Jilun Cycling Team
10015998718,Haizhou Wang,(Chn),Hainan Jilun Cycling Team
10050166562,Zhuo Chen,(Chn),Hainan Jilun Cycling Team
10009166480,Jasper Frahm,(Ger),Heizomat Rad-Net.de
10010186701,Felix Groß,(Ger),Heizomat Rad-Net.de
10010661088,Patrick Haller,(Ger),Heizomat Rad-Net.de
10010977653,Juri Hollmann,(Ger),Heizomat Rad-Net.de
10002450343,Leif Lampater,(Ger),Heizomat Rad-Net.de
10006897286,Lucas Liss,(Ger),Heizomat Rad-Net.de
10010791737,Tobias Nolde,(Ger),Heizomat Rad-Net.de
10005967403,Theo Reinhardt,(Ger),Heizomat Rad-Net.de
10009173049,Sven Reutter,(Ger),Heizomat Rad-Net.de
